park_num,site_name,physical,visual,haptic,component_sum,physical_share,visual_share,haptic_share,ternary_x,ternary_y
84,Whytecliff Park 1,0.0765439444477934,0.7657459265584321,0.9020016055994504,1.7442914766056759,0.04388254226681482,0.4390011284401528,0.5171163292930324,0.697559293086669,0.4478358778795251
85,Altamont Beach Park,0.300345686171092,0.734221872770708,0.3703797940821521,1.404947353023952,0.21377718213044783,0.5225974277188383,0.2636253901507139,0.6544101227941953,0.22830628495310218
86,Sandy Cove Park,0.1812286764787827,0.5629040298758016,0.3003802648641841,1.0445129712187684,0.17350543408505475,0.5389153082694499,0.2875792576454954,0.6827049370921976,0.24905094272246928
87,Kew Beach Park,0.11062148925927268,0.49721107697980765,0.3439477863714873,0.9517803526105677,0.11622585920780693,0.5224010724911943,0.3613730683009987,0.7030876066416936,0.3129582573921939
88,Garrow Bay Park,0.130857322644746,0.311037213219169,0,0.44189453586391503,0.29612794914722496,0.7038720508527749,0,0.7038720508527749,0
89,Citrus Park,0.359984536039376,1,0.0223445187125169,1.382329054751893,0.26041884513813374,0.723416755628771,0.016164399233095338,0.7314989552453186,0.01399878037277426
90,Dundarave Park,0.6059441896491723,0.9406179805547256,0.5645233216061892,2.111085491810087,0.28702967833369153,0.44556129261644484,0.26740902904986363,0.5792658071413767,0.23158301235851284
91,Ambleside Park 1,0.6056106821379049,0.8880561058727884,0.6254091143625901,2.1190759023732832,0.28578999056128396,0.4190770632039182,0.2951329462347979,0.5666435363213171,0.2555926289330819
93,Memorial Park (including Totem Park parcel),0.8338482069967252,0.80919301099710494,0.7921926394745754,2.435233857468406,0.342409910423785,0.33228554560189844,0.3253045439743165,0.4949378175890567,0.2817219990482701
97,Maplewood Farm,0.4512358701641675,0.06315163322510865,0.6799989225887203,1.1943864259779966,0.37779721901534763,0.05287370305920745,0.5693290779254447,0.33753824202192984,0.4930534445966054
98,Sutcliffe Park,0.6232615336875503,0.02944354655326294,0.2197476188855267,0.87245269912634,0.7143785953229033,0.03374801474366144,0.2518733899334353,0.15968470971037907,0.21812875421965863
